"m/z" "var_m/z" "max_int" "sum_int" "RT" "minRT" "maxRT" "part_ID" "EIC_ID" "peak_ID" "Score"
"53" 196.101871224337 1.25104571761747e-09 272205056 2127809625.97656 704.296 696.072 734.9 2257 3149 1521 0
"54" 311.185253002025 8.53579693030768e-09 269927776 1817288972.5625 1269.49 1258.88 1281.87 4388 9427 6155 0
"55" 404.206798777861 1.14024761207601e-08 269396192 2197337617.21484 1227.05 1215.55 1245.62 5911 13431 8935 0
"56" 315.172589983259 2.36920578769906e-08 259056736 1553724729.71875 1048.92 1042.73 1066.78 4455 9644 6324 0
"57" 307.173107612424 2.08979699669815e-09 255040976 1753125485.64062 800.858 792.573 829.212 4324 9244 6020 0
"58" 203.166442144485 1.37372783944443e-09 251662544 2005263389.73438 748.565 738.545 776.119 2411 3517 1772 0
"59" 231.232772827148 4.36169405778249e-09 251129664 1822708806.75 1283.64 1276.56 1303.09 2959 5028 2776 0
"60" 140.108946800232 9.75447736920849e-10 234212256 1786561561.38281 993.218 982.608 1010.02 992 972 382 0
"61" 318.300243922642 4.50755198481222e-09 229819840 1405998397.42969 1219.09 1212.9 1236.77 4501 9879 6519 0
"62" 382.241783650716 2.1354156150215e-07 226882032 1457055180.10156 1102.15 1086.23 1118.95 5590 12633 8452 0
"63" 375.210913242438 8.19463318015239e-09 224346736 1456903328.5625 689.693 683.419 718.231 5487 12364 8269 0
"64" 331.208667257558 1.03071273079974e-08 223606128 1411140342.07812 943.559 936.486 955.987 4728 10522 6990 0
"65" 272.258363342285 5.14163586654161e-08 214442848 1308403482.78125 1149.19 1141.05 1158.04 3675 7310 4580 0
"66" 155.159129423254 6.17412083289203e-10 214043168 2139539645.5625 696.072 687.87 733.988 1346 1448 598 0
"67" 316.174438476562 9.04713358197893e-09 213080544 1617695605.75 1329.62 1323.43 1348.18 4467 9718 6376 0
"68" 202.180132378472 2.05267258364745e-09 209371792 1613928505.17969 1245.62 1226.16 1265.95 2386 3445 1738 0
"69" 356.176788330078 1.16415321826935e-08 207447344 1393701262.35156 1002.06 993.218 1021.51 5172 11573 7763 0
"70" 219.116701566256 1.73354951234964e-08 205676160 1523887949.5 1168.67 1161.6 1183.72 2722 4349 2307 0
"71" 161.096124536851 1.60885559736939e-09 195228144 1650120843.9375 1273.03 1264.19 1293.36 1476 1665 712 0
"72" 260.222032951586 5.82252995985927e-09 192695712 1287631358.09375 1211.13 1201.41 1229.7 3478 6658 4083 0
"73" 191.060840606689 2.4805418573893e-09 191555744 1628342945.81641 988.797 972.882 1010.02 2153 2894 1361 0
"74" 239.061946759905 1.68929393051051e-09 190028736 1461239329.02734 1203.18 1194.33 1224.4 3099 5448 3092 0
"75" 288.289623838482 2.44119402134057e-09 189237744 1305228981.125 1179.28 1173.98 1202.29 3981 8191 5288 0
"76" 143.070340083196 1.49369812928713e-10 187592784 2760813804 902.654 889.3 911.646 1059 1052 421 0
"77" 300.201620483398 7.33175668223151e-09 187332096 1185126947.00781 691.516 678.902 708.903 4204 8837 5727 0
"78" 232.190766768022 6.2771670689637e-09 183228496 1287970438.35938 1069.43 1060.59 1088.88 2977 5068 2809 0
"79" 314.190090603299 1.17728725457803e-08 182284576 1192713805.6875 1325.19 1312.82 1340.23 4435 9584 6275 0
"80" 432.258599853516 9.74613017049329e-08 182260544 1253691199.21875 1166.02 1158.93 1184.6 6340 14374 9494 0
"81" 172.169592077082 9.22831393636558e-10 181034096 1229049366.82031 1293.36 1280.1 1321.66 1733 2101 932 0
"82" 293.157431793213 6.92462214292624e-09 179595472 1322873388.73047 831.899 816.462 851.522 4082 8472 5450 0
"83" 265.057209156178 8.03431554397627e-09 178101584 1393095459.52344 1038.31 1027.7 1051.57 3556 6918 4298 0
"84" 387.180261230469 2.59994218746821e-08 169241184 1302132495.07031 1227.05 1215.55 1236.77 5658 12817 8579 0
"85" 247.633279262445 5.32713998988894e-09 166637936 1155487789.66406 979.071 971.114 1004.71 3245 5944 3480 0
"86" 237.145147015972 8.77846633234332e-09 164397888 1215027807.4375 1253.58 1244.73 1271.26 3073 5372 3019 0
"87" 203.106592814128 5.88867502907912e-09 163716528 1279201019.96875 1273.03 1264.19 1292.48 2409 3494 1757 0
"88" 124.080788213556 5.30022889476031e-10 163570144 1578156728.45703 873.982 855.139 910.749 640 570 196 0
"89" 288.289576212565 3.66228906547322e-08 162202432 1155358097.125 1152.73 1141.05 1156.27 3981 8191 5289 0
"90" 357.311139787946 3.06498752069221e-09 161225440 1220485257.49219 1425.11 1415.38 1439.26 5198 11641 7804 0
"91" 301.248538970947 1.06801669443807e-08 158382560 1156706115.73438 1253.58 1244.73 1272.14 4224 8917 5798 0
"92" 229.108384784899 1.89443810554276e-07 155931104 1064708288.25 1241.2 1235.01 1256.23 2913 4878 2656 0
"93" 461.328003914126 3.02048940812388e-08 151767632 911797358.148438 975.534 968.461 994.986 6744 15268 10019 0
"94" 262.044003731864 3.69085484192151e-09 149819936 1064780118.51953 840.816 825.629 862.391 3501 6743 4158 0
"95" 240.152247688987 3.89400637269524e-09 149484416 1450293947.5625 683.419 671.472 710.766 3117 5537 3146 0
"96" 165.054694727847 2.5515324021471e-09 147722320 1290249228.86719 1273.03 1262.42 1295.13 1570 1803 777 0
"97" 270.233404159546 1.64145603775978e-09 147078368 961141477.132812 787.971 779.764 793.494 3644 7217 4531 0
"98" 200.200890604655 1.13498248245524e-09 145702960 967772059.5 1374.71 1362.33 1387.97 2344 3346 1658 0
"99" 244.227225262186 5.90506366825858e-08 143232864 887528639.898438 1060.59 1050.69 1072.08 3183 5740 3320 0
"100" 299.127259148492 5.98633454905616e-09 143031440 870226597.6875 1050.69 1032.12 1063.24 4184 8771 5675 0
"101" 397.212927049206 2.32470131689502e-08 142674112 934288342.378906 1111.87 1102.15 1129.56 5806 13184 8802 0
"102" 298.188971734816 3.26403526849644e-08 142475856 1020294584.92969 827.422 811.904 843.511 4167 8739 5648 0
"103" 292.089494493273 5.0386939293299e-09 142339648 1042392907.96875 1177.52 1169.56 1192.57 4055 8403 5408 0
"104" 236.044560432434 6.33055254095985e-09 140716144 1106230832.28125 936.486 927.607 955.076 3050 5282 2953 0
"105" 212.149290693567 1.44587614324554e-09 140687248 2039645939.65625 609.843 592.146 636.69 2582 3960 2039 0
"106" 383.08207804362 8.26843168543673e-09 139525376 968183956.96875 1293.36 1286.29 1311.93 5599 12645 8464 0
"107" 412.150435965402 1.29492969072166e-08 139350416 928227083.199219 830.108 822.874 853.321 6035 13700 9108 0
"108" 238.151377980302 8.12862886161339e-09 139244752 1100045692.22656 1242.97 1234.12 1270.37 3084 5413 3059 0
"109" 253.198983269769 1.66267648831502e-09 139156704 835177056.273438 797.161 789.806 822.874 3352 6260 3720 0
"110" 318.191123513614 1.01208700109506e-08 138852368 1237501299.11719 1228.82 1215.55 1244.73 4496 9848 6484 0
"111" 385.079113375756 1.10937542812799e-08 137483952 931660948 1293.36 1286.29 1312.82 5628 12726 8520 0
"112" 231.251314435686 1.72417867120612e-08 136938176 822114005.5625 1156.27 1150.96 1174.86 2961 5032 2779 0
"113" 329.279847063337 7.69632453678035e-09 136732016 927049734.835938 1354.37 1341.11 1371.17 4698 10429 6914 0
"114" 391.205845424107 1.04662917909168e-08 136709184 824788102.15625 740.368 732.162 757.83 5715 12984 8692 0
"115" 258.242776804957 2.00257292521998e-09 136690368 1055507850.28125 1411.85 1400.35 1425.11 3436 6532 3973 0
"116" 245.152481079102 3.66061511966917e-09 136426352 1111710457.80859 1119.83 1108.34 1140.17 3199 5781 3346 0
"117" 518.262926506274 5.27961123170275e-08 136086640 934620092.914062 1090.65 1082.69 1110.99 7512 16755 10841 0
"118" 258.084515195904 8.55299841725465e-09 135879840 993673123.1875 850.626 836.355 869.547 3429 6493 3939 0
"119" 216.19592330035 1.4301238385645e-08 135659248 1066640846.63281 927.607 916.986 946.212 2657 4184 2197 0
"120" 366.140360832214 8.41560728487469e-08 134357696 940798498.8125 1241.2 1230.59 1258 5351 11998 8029 0
"121" 116.052865645465 8.56461919804308e-10 133246984 1041978924.60156 1031.24 1021.51 1050.69 435 358 113 0
"122" 304.181570547598 6.72091191310828e-09 132990672 863480197.897461 599.615 585.641 614.432 4273 9084 5915 0
"123" 292.107227032001 9.09543954409086e-09 131754488 1008622989.69531 1235.01 1226.16 1248.27 4056 8404 5410 0
"124" 446.198285102844 2.78110570845104e-08 131603760 994414182.390625 1192.57 1181.05 1209.37 6527 14801 9760 0
"125" 347.108456611633 9.39490423808175e-09 131071160 966459495.5625 1332.27 1323.43 1350.84 5015 11191 7515 0
"126" 239.12780038934 6.35233534179405e-09 128987080 1089221234.15625 1273.03 1263.3 1296.02 3100 5467 3101 0
"127" 284.106231689453 4.81048355931821e-08 128889872 849454499.59375 1063.24 1057.88 1078.27 3894 7955 5089 0
"128" 555.526184082031 5.49480319023132e-08 128693488 802162085.039062 1143.79 1139.28 1153.61 8029 17630 11280 0
"129" 227.074335734049 1.04618569215139e-08 127605976 749998118.078125 949.748 940.022 957.81 2877 4794 2590 0
"130" 115.038999858655 2.36574996110292e-10 127408520 1708435828 822.874 815.55 831.899 406 316 103 0
"131" 312.216853422277 1.03366845113071e-08 126543512 1108249918.66016 1275.68 1260.65 1291.6 4406 9480 6203 0
"132" 317.172327378217 8.04158030559247e-09 125227504 1059129916.49609 1273.91 1260.65 1293.36 4482 9780 6421 0
"133" 245.136348855907 1.77226556932985e-08 125006296 826936735.742188 1375.59 1367.64 1392.39 3198 5778 3339 0
"134" 230.211511135101 3.61802860073024e-09 123067240 892028196.9375 1341.11 1321.66 1357.02 2937 4955 2721 0
"135" 281.097767365284 1.74249071180418e-08 122932552 869083892.59375 1246.5 1237.66 1271.26 3839 7785 4944 0
"136" 241.058985990637 6.93594601915057e-09 122047128 937621349.753906 1203.18 1193.45 1223.51 3128 5566 3168 0
"137" 556.216149902344 8.28877091407776e-08 120697936 816906431.25 1259.76 1251.81 1273.03 8034 17633 11281 0
"138" 442.24809660735 1.34789705955744e-08 120395648 937004836.53125 1243.85 1235.89 1258.88 6473 14668 9685 0
"139" 245.243284437391 1.34133880243361e-09 120129472 1405400422.21875 733.988 715.428 764.267 3204 5804 3369 0
"140" 427.194638933454 7.8433129207167e-08 119638368 830178906.203125 1168.67 1160.72 1184.6 6264 14183 9399 0
"141" 292.175758130623 9.43140493649425e-09 114751400 878131993.203125 1303.97 1289.83 1319.89 4059 8423 5418 0
"142" 267.054218433521 4.38066544356169e-09 114611928 893213115.03125 1038.31 1029.47 1052.46 3589 7024 4393 0
"143" 279.159107881434 2.32145847643123e-09 113807800 970259951 1371.17 1366.75 1380.9 3804 7708 4879 0
"144" 221.117252744477 6.75036824248694e-09 113213088 932145007.421875 1273.03 1263.3 1288.06 2767 4474 2386 0
"145" 115.039004248542 1.89094083926405e-10 112882312 3437547050.5 792.573 737.634 804.591 406 316 104 0
"146" 304.28453318278 1.4322612321738e-09 111552680 636915776 1181.05 1177.52 1187.26 4281 9106 5933 0
"147" 223.129537264506 1.98697630012183e-08 110769768 857945394.132812 1181.05 1168.67 1213.79 2810 4590 2452 0
"148" 143.070347179066 7.72820529675635e-10 110496872 2553567634 872.212 840.816 879.385 1059 1052 422 0
"149" 499.463970184326 8.55419784784317e-08 109837008 609803608.964844 1056.05 1051.57 1067.66 7258 16266 10579 0
"150" 328.211805725098 1.26929463524567e-08 109671120 742959442.375 1268.61 1261.53 1278.33 4678 10364 6863 0
"151" 301.204955206977 2.36748111626459e-09 107698792 921054341.875 736.723 723.836 755.972 4222 8877 5764 0
"152" 443.40133487477 3.20689971832668e-08 107398528 733835107.484375 923.181 916.986 931.162 6489 14716 9712 0
"153" 508.332814092221 1.85086557516467e-08 107004512 696898833.921875 1019.74 1012.67 1032.12 7379 16508 10699 0
"154" 179.085475376674 3.5961573364354e-09 106086640 987340131.964844 865.967 853.321 883.92 1898 2399 1071 0
"155" 428.171621050153 6.05051696458191e-08 105404992 687637979.453125 939.138 931.162 963.156 6277 14212 9411 0
"156" 209.113955097814 6.12049173283321e-08 104650832 867838271.75 1104.8 1095.07 1121.6 2531 3817 1948 0
"157" 169.141494750977 7.29955531455375e-10 104244352 1383589835.65625 623.822 613.508 647.609 1665 1983 860 0
"158" 256.217787606376 2.15571610227464e-08 103600776 649840737.945312 918.754 911.646 935.601 3406 6420 3875 0
"159" 143.070343017578 1.19741473879133e-09 101825664 756168040 1623.17 1621.4 1627.59 1059 1052 423 0
"160" 183.065234913546 2.79479777961704e-09 100471432 828593849.359375 1273.03 1264.19 1293.36 1988 2558 1162 0
"161" 282.212440259529 1.46118867577928e-08 97115272 634987499.703125 932.944 927.607 961.387 3856 7846 5001 0
"162" 257.178739890074 5.19328593564259e-09 97017664 982724114.78125 682.534 664.061 706.128 3421 6472 3920 0
"163" 264.041025161743 6.03482007018981e-09 96368048 683058642.628906 840.816 833.684 861.494 3542 6861 4258 0
"164" 296.193716114965 1.49745659287927e-08 95669920 613519492.1875 1276.56 1257.11 1290.71 4130 8630 5571 0
"165" 217.1047181629 2.81938709725348e-09 95631208 1564728354.3125 608.93 598.683 636.69 2674 4227 2214 0
"166" 206.175125558036 2.57412863879645e-08 94131792 628318674.175781 762.443 751.327 785.234 2477 3688 1884 0
"167" 175.096527763035 8.8948054590087e-10 93943344 1603809953 902.654 873.096 913.435 1802 2226 989 0
"168" 224.144322713216 2.63874729474386e-08 92584072 666668845.609375 941.791 931.162 958.721 2828 4652 2495 0
"169" 320.276290893555 2.64681875705719e-08 91397896 584553500.625 1026.82 1021.51 1043.62 4533 10001 6616 0
"170" 203.204521872781 5.00535487612605e-09 90184624 664045660.53125 1170.44 1163.37 1181.94 2414 3524 1781 0
"171" 254.089568211482 4.99822072920756e-09 89209944 824001831 694.25 686.071 733.074 3367 6290 3741 0
"172" 244.146211960736 6.63401323259408e-09 87869136 763139532.839844 1120.71 1110.99 1140.17 3177 5728 3306 0
"173" 279.159078979492 1.66603260570102e-09 87467032 413018473 1364.98 1357.91 1365.87 3804 7708 4880 0
"174" 214.216583760579 3.61021308378242e-10 86138064 719558841.734375 1433.07 1421.57 1447.21 2622 4074 2123 0
"175" 261.130766078404 6.18742544110082e-09 85907120 922781148.6875 683.419 670.545 701.55 3489 6686 4106 0
"176" 460.243166503906 8.71500621239344e-08 85765584 538097559.5 992.334 986.145 1007.36 6725 15213 9996 0
"177" 303.308630807059 3.12904674540121e-09 85343608 562675166.425781 1208.48 1194.33 1226.16 4260 9054 5895 0
"178" 367.15786427465 5.41130530423132e-09 85241144 607670901.097656 1398.58 1390.62 1415.38 5367 12042 8052 0
"179" 349.105509757996 7.30693911112124e-09 85075904 613633775.648438 1332.27 1323.43 1350.84 5055 11287 7581 0
"180" 101.059744517008 1.7268272737662e-10 84517000 466016368 1642.62 1639.97 1644.39 33 37 8 0
"181" 251.180923734392 4.24590868899575e-09 83753232 1253861199.78125 1299.55 1275.68 1324.31 3321 6159 3635 0
"182" 197.096099853516 1.14624316875751e-09 83634208 589504000.09375 1302.21 1294.25 1317.24 2280 3203 1545 0
"183" 283.112583705357 1.29719930035727e-08 82212400 540067686.96875 1063.24 1057.88 1075.62 3873 7903 5053 0
"184" 232.22716171677 2.56952737365757e-09 81836184 538095851.207031 999.407 989.681 1023.28 2979 5077 2816 0
"185" 196.126032621964 1.22162976846603e-09 81564024 1221784203.5625 608.93 597.752 639.418 2259 3161 1525 0
"186" 558.438374110631 2.40222092658754e-08 80906600 534070727.96875 1080.04 1072.97 1096.84 8055 17703 11335 0
"187" 399.243743896484 1.9371509552002e-07 80684032 496415354.199219 1119.83 1106.57 1136.63 5830 13250 8842 0
"188" 223.145796140035 1.45880370037564e-09 80068168 991106118.851562 1456.94 1441.02 1482.58 2811 4610 2472 0
"189" 193.143290201823 4.08349128869864e-09 80000232 554130972.34375 1241.2 1233.24 1256.23 2193 3018 1440 0
"190" 278.183172607422 1.02381254064626e-08 79369832 620677471.015625 1273.03 1262.42 1288.94 3786 7636 4834 0
"191" 169.068189348493 1.13335551408233e-09 79046416 573858522.78125 1242.08 1235.01 1258.88 1657 1960 848 0
"192" 261.037710189819 6.03482007018981e-09 78455728 536881824.972656 842.612 819.202 859.688 3486 6675 4096 0
"193" 571.339084472656 6.24234477678935e-08 77105576 494385591.75 1088 1078.27 1102.15 8209 17948 11463 0
"194" 115.039004239169 4.57723879001357e-10 76990392 1502122222 837.244 833.684 862.391 406 316 105 0
"195" 289.293137399774 4.28789627482319e-08 76223976 465281758.25 1162.48 1157.15 1173.1 3999 8257 5330 0
"196" 214.19023177203 1.95415879793983e-09 75886648 579454907.15625 1184.6 1177.52 1206.71 2621 4070 2120 0
"197" 285.111063957214 1.10923147369777e-08 75284152 646178806.96875 785.234 767.915 802.725 3917 8011 5140 0
"198" 204.144264221191 8.30964538557776e-10 74645472 610614830.96875 810.081 791.645 827.422 2430 3557 1805 0
"199" 317.166960617592 1.85920430228041e-08 74475848 540079207.21875 1330.5 1323.43 1348.18 4482 9781 6424 0
"200" 246.158740997314 5.16733815593104e-09 74354840 602084407.285156 1119.83 1110.1 1137.51 3217 5826 3384 0
"201" 257.12223900689 2.16857722354314e-08 72143696 524070564.757812 1052.46 1041.85 1073.85 3419 6453 3902 0
"202" 409.152559988839 1.0295888455976e-07 71910504 503697101.5 1203.18 1195.22 1235.01 5995 13606 9044 0
"203" 304.284544571586 4.52777378172743e-09 71744424 429584878.65625 1191.68 1188.14 1207.6 4281 9106 5934 0
"204" 475.379460384971 3.63488120642322e-08 71740936 385032147.273438 1187.26 1181.05 1196.99 6938 15679 10247 0
"205" 276.280851944633 1.92596035983723e-08 70645496 493666929.75 1144.7 1137.51 1157.15 3762 7566 4776 0
"206" 257.119345388105 5.53786434153075e-09 69826600 525732043.203125 1011.79 1002.94 1030.35 3419 6454 3904 0
"207" 433.311962890625 1.52344766416048e-08 69671928 381179092.0625 1182.83 1177.52 1195.22 6358 14416 9523 0
"208" 328.211838378906 7.92555510997772e-09 69418520 485604376.5625 1301.32 1293.36 1314.58 4678 10364 6864 0
"209" 237.204065176157 2.60913601288429e-09 68781232 483147041.546875 1302.21 1294.25 1316.35 3074 5387 3035 0
"210" 291.113544094947 1.50673972663059e-08 67856176 532010395.867188 1234.12 1227.05 1253.58 4037 8344 5380 0
"211" 405.210135323661 8.26856762013107e-09 67470088 532176878.90625 1227.05 1218.21 1242.08 5931 13484 8962 0
"212" 238.210340646597 1.41063131965124e-08 67388888 480351475.476562 1301.32 1294.25 1316.35 3089 5437 3085 0
"213" 298.13341443292 1.2299880899232e-08 67118424 423918154.875 1050.69 1036.54 1061.47 4165 8726 5644 0
"214" 276.237959543864 4.45246426523596e-09 66804048 425199633.515625 805.52 798.08 819.202 3759 7558 4766 0
"215" 285.252398173014 1.48944124795388e-08 66744224 436074867.78125 908.947 902.654 927.607 3923 8043 5166 0
"216" 221.113775319067 2.80962357747144e-08 66282400 490716259.4375 1168.67 1161.6 1187.26 2767 4475 2389 0
"217" 378.235506119267 1.5518037221765e-08 66232652 509872007.289062 1207.6 1192.57 1225.28 5541 12492 8365 0
"218" 264.203133583069 3.61920214228092e-09 65496724 516714529.542969 1189.03 1179.28 1206.71 3546 6873 4266 0
"219" 268.217856773963 2.15737292399773e-08 64883512 386223689.867188 916.986 911.646 943.559 3613 7114 4462 0
"220" 637.41998056265 1.02067222962013e-07 64612528 410808861.949219 1362.33 1355.26 1377.36 8931 19085 12086 0
"221" 271.236793212891 5.76488673686981e-09 64310332 410485941.0625 800.858 794.414 816.462 3659 7272 4562 0
"222" 564.291647338867 1.69696776490462e-08 63680676 411119165.375 1259.76 1252.69 1269.49 8123 17823 11403 0
"223" 557.299110149515 2.11653377622219e-07 63653432 412754114.4375 1150.96 1140.17 1165.14 8042 17654 11300 0
"224" 294.206392560686 7.10071867735928e-09 63560240 527841091.9375 1273.03 1259.76 1286.29 4099 8513 5482 0
"225" 228.195870139382 5.03962432151233e-10 63450476 448966981.28125 1217.32 1207.6 1226.16 2903 4861 2641 0
"226" 244.19075012207 2.34770899017652e-09 63338724 442028779.953125 1212.9 1205.83 1227.05 3180 5735 3314 0
"227" 362.10914846567 1.78942886682657e-08 63292852 423991883.367188 1319.01 1311.93 1334.04 5286 11834 7925 0
"228" 274.274003770616 3.31136915418837e-09 62853240 646347270 1168.67 1165.14 1180.17 3712 7423 4672 0
"229" 294.154652913411 8.638354315274e-09 62497088 467374627.8125 1067.66 1056.05 1076.5 4099 8514 5485 0
"230" 193.057940083165 2.62472738501846e-09 61839208 516787419.152344 988.797 979.071 1005.6 2190 2989 1420 0
"231" 234.120455932617 3.47305710117022e-09 61742512 392277517.375 1232.35 1224.4 1245.62 3011 5169 2872 0
"232" 248.222044846107 3.09217445956075e-09 61652284 368149656.90625 1023.28 1015.32 1040.08 3266 5993 3514 0
"233" 244.263509413775 2.09376380285796e-09 61389488 362034889 1176.63 1171.33 1185.49 3187 5744 3323 0
"234" 403.394938151042 1.96464714549837e-08 60880828 324604510.726562 1171.33 1165.14 1177.52 5902 13416 8930 0
"235" 304.284677124023 3.76548422010321e-08 60880728 615212932.0625 1173.1 1159.82 1176.63 4281 9106 5935 0
"236" 385.100420438326 1.10397545190958e-08 60460832 495594645.09375 1090.65 1082.69 1104.8 5629 12727 8521 0
"237" 193.000975073838 1.48784460091009e-09 60403256 598330591.484375 820.118 806.436 844.397 2184 2977 1418 0
