"m/z" "var_m/z" "max_int" "sum_int" "RT" "minRT" "maxRT" "part_ID" "EIC_ID" "peak_ID" "Score"
"238" 260.045908028739 7.16414020842865e-09 60185796 462768287.037109 677.05 668.695 699.72 3467 6620 4048 0
"239" 260.19172668457 1.03825220355281e-08 59784924 380274102.15625 1007.36 1002.06 1027.7 3476 6653 4074 0
"240" 316.187046595982 4.09116702420371e-08 59715280 369475488.0625 1325.19 1317.24 1341.11 4467 9719 6377 0
"241" 258.125674656459 5.54235484549608e-09 59225492 450074998.882812 1011.79 1002.94 1026.82 3431 6504 3944 0
"242" 203.220016479492 3.25962901115417e-09 59110420 355590007 1071.2 1065.89 1078.27 2415 3528 1785 0
"243" 327.201346261161 4.68125103642701e-09 57457704 384586323.734375 777.03 763.355 787.971 4658 10316 6837 0
"244" 300.049167339618 3.7500778069863e-08 57384252 375205907.640625 1315.47 1309.28 1335.8 4197 8810 5709 0
"245" 329.005130474384 3.67514215982877e-09 57267188 559971399.5 1246.5 1229.7 1258.88 4686 10385 6883 0
"246" 291.182052149917 8.44716630650289e-09 57142520 435352844.554688 1303.97 1295.13 1323.43 4040 8370 5395 0
"247" 260.084684174636 7.84513104725354e-09 56852052 421991677.1875 873.096 862.391 888.405 3471 6624 4050 0
"248" 388.254171142578 7.04079866409302e-09 56559048 381965393.144531 810.081 799.004 821.951 5677 12874 8623 0
"249" 314.164851597377 1.06732523630536e-08 56322340 412554663.71875 1331.38 1325.19 1349.07 4435 9585 6276 0
"250" 311.136351554624 1.37515285963653e-08 56188708 455175393.484375 922.296 913.435 940.022 4387 9417 6145 0
"251" 253.034804473052 4.69471878923095e-09 55981064 424059213.398438 899.077 885.715 930.271 3344 6224 3694 0
"252" 680.448044433594 1.36060019334157e-07 55976776 321684891.703125 1115.41 1098.61 1128.67 9346 19570 12350 0
"253" 217.107151031494 2.02967582837395e-09 54855068 609660783 908.044 899.971 928.492 2674 4228 2216 0
"254" 327.008095070168 4.12594473939336e-09 54709004 577435057.25 1246.5 1235.89 1258.88 4649 10291 6820 0
"255" 710.428615993924 8.86428050505809e-08 54602128 412671136.273438 1282.75 1274.8 1297.79 9586 19849 12471 0
"256" 218.211587088449 5.03357677232652e-09 54324808 278341934 949.748 948.864 954.17 2704 4317 2286 0
"257" 380.291366050983 1.41441748647267e-08 54238632 425026600.824219 686.071 677.975 703.38 5570 12567 8409 0
"258" 280.139063908504 1.2436738381019e-09 53622184 558548437.75 984.376 971.114 993.218 3817 7745 4913 0
"259" 422.272909064042 1.98736612559759e-08 53551820 352977259.28125 1323.43 1316.35 1332.27 6194 14037 9293 0
"260" 193.124435917024 2.72386817521946e-09 53316528 407459183.90625 858.781 851.522 878.474 2192 3003 1428 0
"261" 284.107713370488 9.41874505263831e-09 52379464 435682426.96875 785.234 777.03 802.725 3894 7956 5091 0
"262" 268.211753513502 9.07763426482913e-09 52198492 345809451.6875 932.053 927.607 947.096 3612 7110 4458 0
"263" 190.180151590487 4.35364909651803e-09 51896700 462284005.027344 689.693 672.4 717.295 2142 2885 1356 0
"264" 296.12399882655 1.18227895870004e-08 51888308 313446951.90625 1050.69 1039.19 1065.89 4129 8612 5556 0
"265" 295.045382292374 3.37926531026486e-09 51879104 396168405.015625 795.332 787.971 808.258 4110 8543 5507 0
"266" 218.211568196615 7.06252952416738e-09 51821828 147557336 946.212 946.212 947.98 2704 4317 2287 0
"267" 275.148819986979 8.71803568697524e-09 50804060 486667188.5625 1041.85 1028.58 1054.23 3729 7469 4695 0
"268" 229.107135847503 2.75525392270556e-09 50368732 700232294.25 1002.06 953.285 1010.02 2913 4878 2657 0
"269" 727.357958475749 6.44569703634234e-08 50154016 353540826.898438 1325.19 1317.24 1337.57 9720 19981 12532 0
"270" 312.075728567023 1.47872298404808e-08 49831960 448259485.039062 956.898 947.98 987.029 4402 9456 6186 0
"271" 345.231169756721 1.68476419759094e-08 49196636 349405146.951172 777.03 762.443 792.573 4984 11129 7459 0
"272" 263.034752155172 5.0993351807148e-09 49109068 342773131.257812 842.612 834.574 859.688 3526 6805 4210 0
"273" 383.244985351562 1.01452072461446e-08 48978492 308257667.984375 1103.03 1095.96 1117.18 5603 12666 8479 0
"274" 217.191138226053 2.19762678674087e-09 48656752 332726350.117188 1228.82 1220.86 1240.31 2681 4245 2236 0
"275" 300.160121211299 2.09693513025246e-08 48510724 330418638.328125 820.118 806.436 834.574 4203 8824 5716 0
"276" 312.188622368707 1.39220784872006e-08 48432296 327470515.484375 1269.49 1258.88 1281.87 4406 9481 6206 0
"277" 433.262042501698 8.00716547155569e-08 48431108 321880936.875 1166.02 1159.82 1179.28 6355 14409 9516 0
"278" 139.102700666948 1.34507573141164e-09 48381380 336005751.105469 994.102 986.145 1004.71 972 949 375 0
"279" 230.226517995199 2.97449583160704e-09 47988460 364247656.96875 1284.52 1277.45 1297.79 2939 4960 2727 0
"280" 236.151506347656 1.77401428421338e-08 47923176 341382880.90625 1253.58 1248.27 1269.49 3053 5289 2958 0
"281" 289.256603738536 5.14252030331155e-09 47846604 311594949.71875 1301.32 1294.25 1313.7 3998 8250 5318 0
"282" 376.771034240723 9.98134846272676e-09 47776020 331490236.492188 848.848 841.715 862.391 5513 12419 8322 0
"283" 316.176007080078 3.50373355965865e-08 47553888 280056074.5625 1048.92 1042.73 1059.7 4467 9720 6378 0
"284" 308.176450195312 1.62360568841298e-09 46846964 307766458.90625 800.858 795.332 817.373 4338 9287 6051 0
"285" 519.266444614955 5.69634336643118e-08 46710964 323697231.625 1090.65 1083.58 1107.45 7523 16777 10858 0
"286" 186.185265902815 1.43884749982157e-09 46663428 302988533.5 1357.91 1348.18 1372.94 2059 2714 1260 0
"287" 163.046048048066 5.14782874322519e-10 46520644 730991622.253906 660.406 645.773 682.534 1522 1723 730 0
"288" 294.086499249494 4.89010685189837e-09 46049140 338431201.453125 1177.52 1169.56 1192.57 4095 8504 5474 0
"289" 322.186044832555 5.18928395538795e-09 46040500 499512963.6875 1122.48 1104.8 1140.17 4569 10081 6667 0
"290" 282.191102680407 8.15271568162682e-09 45418896 314757799.84375 813.727 799.004 833.684 3856 7847 5003 0
"291" 239.216614899812 1.5389375876837e-09 45207612 325897368.40625 1301.32 1294.25 1317.24 3103 5495 3118 0
"292" 332.212028503418 1.52810427703355e-08 45101908 287509325.171875 944.443 938.254 960.503 4748 10572 7033 0
"293" 246.191250708795 3.80940975681428e-09 45077248 397477622.417969 879.385 869.547 896.404 3218 5855 3409 0
"294" 236.197816636827 4.80586328567603e-09 44997312 315579393.265625 1302.21 1295.13 1318.12 3056 5319 2981 0
"295" 266.202160305447 7.46579828605153e-09 44928496 281160802.53125 933.832 927.607 942.675 3576 7004 4375 0
"296" 256.115913391113 7.95673417008441e-09 44805368 325037680.71875 1053.34 1046.27 1066.78 3403 6392 3843 0
"297" 258.279161857836 8.32545937913837e-09 44762544 292516554.539062 1218.21 1209.37 1240.31 3438 6535 3977 0
"298" 248.249369049072 1.42216633417104e-08 44231308 303657229.875 1056.05 1049.8 1066.78 3269 5996 3520 0
"299" 399.210164037244 7.53889566865461e-08 44156076 288014807.125 1111.87 1104.8 1133.09 5829 13244 8837 0
"300" 462.331401367187 5.812073747317e-08 44068000 261334065.203125 975.534 970.229 993.218 6757 15294 10037 0
"301" 147.065220832825 3.32753794888655e-10 43551848 492155496 822.874 817.373 831.003 1150 1166 486 0
"302" 131.070315630008 4.67860767072351e-10 43301836 885481296 891.972 873.096 907.143 783 726 273 0
"303" 319.303555575284 5.22508249654398e-09 43289304 267938195.632812 1219.98 1213.79 1232.35 4515 9945 6569 0
"304" 368.137594049627 6.59787616172394e-09 43197468 291492386.40625 1241.2 1234.12 1252.69 5383 12071 8064 0
"305" 255.084784421054 1.26529672039362e-08 43190068 650293986.605469 653.12 641.23 680.757 3382 6332 3781 0
"306" 284.178456624349 2.65814984838168e-09 42973456 345860739.8125 736.723 720.104 749.479 3897 7967 5101 0
"307" 129.091010030111 8.94123195916757e-10 42958484 514918702.5 1090.65 1078.27 1103.92 742 676 243 0
"308" 237.157666015625 6.9073090950648e-09 42954548 331412686.1875 1242.97 1235.01 1260.65 3073 5373 3022 0
"309" 280.104073486328 1.99861824512482e-08 42950680 315057118.6875 1245.62 1238.54 1259.76 3816 7736 4907 0
"310" 308.133972167969 1.35559174749586e-08 42927728 534416877.15625 947.096 924.954 956.898 4336 9281 6046 0
"311" 262.237692997373 6.71194545153914e-09 42892384 284689342.578125 935.601 929.38 960.503 3509 6784 4202 0
"312" 175.188631330218 4.8262466277395e-09 42887784 294254632.03125 941.791 934.717 952.401 1808 2254 1008 0
"313" 387.076156090046 1.44767900699465e-08 42543268 291143735.335938 1293.36 1287.17 1311.93 5655 12799 8568 0
"314" 556.52985055106 1.94554309268574e-07 42420900 278936770.15625 1143.79 1139.28 1150.96 8039 17652 11298 0
"315" 380.191566749855 7.70795464176058e-09 42183516 387847813.65625 1133.98 1118.95 1141.96 5566 12552 8398 0
"316" 475.391251627604 1.55486521266756e-08 41985344 283604870.355469 955.987 951.517 964.924 6939 15680 10248 0
"317" 305.156910822942 7.52078799101023e-09 41973592 352223347.171875 734.9 724.767 747.655 4292 9137 5950 0
"318" 248.134969983782 5.93872129838303e-09 41759592 285666417.882812 979.071 972.882 996.754 3259 5965 3488 0
"319" 142.149834769113 1.51218229885301e-09 41364576 489413917.496094 686.964 666.841 711.699 1044 1035 415 0
"320" 250.128531689914 7.52728967690849e-09 41177304 564229302.9375 989.681 956.898 1002.94 3302 6080 3580 0
"321" 376.214281717936 1.68380422004755e-08 41142840 258865452.515625 689.693 684.303 705.211 5504 12401 8299 0
"322" 398.100223117405 3.71311614715975e-09 41058088 243722773.75 1351.72 1346.41 1361.45 5815 13208 8812 0
"323" 248.178179654208 1.67779172911788e-08 40922056 297135729.773438 1148.31 1139.28 1158.04 3261 5975 3495 0
"324" 280.139079093933 3.28122217568659e-09 40651340 571682197.75 891.972 883.019 910.749 3817 7745 4914 0
"325" 425.366408284505 1.34199148132688e-08 40455600 197429508.484375 1184.6 1179.28 1191.68 6239 14133 9365 0
"326" 256.113074408637 3.89245076057238e-09 40197864 298974185.757812 1012.67 1004.71 1027.7 3403 6393 3846 0
"327" 156.095773395739 1.86943466302172e-09 40001312 418445459.970703 672.4 654.94 693.339 1359 1463 605 0
"328" 388.183624267578 5.79489601982964e-09 39902888 302941802.742188 1227.05 1219.09 1235.01 5674 12859 8609 0
"329" 288.253403513055 4.30859233203687e-08 39738616 244988174.28125 1166.02 1160.72 1176.63 3979 8186 5284 0
"330" 792.397198016827 1.25995049109826e-07 39629736 274816414.585938 1273.91 1265.07 1287.17 10106 20343 12685 0
"331" 229.071546173096 5.08373456173822e-08 39619080 235940879.238281 949.748 941.791 959.619 2912 4873 2653 0
"332" 173.080897676772 4.38964167468485e-10 39083684 866469897.5 783.41 736.723 799.004 1752 2128 943 0
"333" 790.380126953125 3.75158646527459e-07 38512064 220415707.25 1227.05 1220.86 1237.66 10096 20331 12678 0
"334" 273.261867747587 2.26872918360374e-08 38308804 226375548.853516 1149.19 1136.63 1157.15 3692 7370 4621 0
"335" 194.998001590852 1.17166388419367e-09 38233040 369921633.136719 820.118 809.17 837.244 2228 3067 1480 0
"336" 338.180872802734 9.90927219390869e-09 38029868 338196492.34375 1034.77 1032.12 1053.34 4852 10827 7240 0
"337" 322.149641927083 5.69926596235955e-09 37530024 416797995.625 1025.05 1010.02 1035.66 4568 10079 6664 0
"338" 147.065221052903 2.89633594801703e-10 37373380 910126746 792.573 755.044 801.792 1150 1166 487 0
"339" 176.096803894043 3.70723404446427e-10 37320956 616671629.675781 646.69 628.492 674.256 1830 2281 1015 0
"340" 247.117617556923 5.32181962667454e-09 36883136 514738092.1875 978.186 957.81 990.565 3238 5899 3440 0
"341" 313.1839101691 2.0407401678855e-08 36651560 228366460.3125 1325.19 1319.01 1334.92 4422 9540 6237 0
"342" 509.336271740141 4.83799903165726e-08 36614328 236147616.886719 1019.74 1012.67 1030.35 7394 16533 10713 0
"343" 273.185612792969 1.37897829214732e-08 36599848 236634992.171875 696.072 690.604 712.631 3687 7356 4600 0
"344" 302.046124267578 8.5681676864624e-09 36352092 237885853.96875 1315.47 1309.28 1326.08 4233 8930 5807 0
"345" 273.253640879755 1.56079356378246e-09 35685812 246724798.28125 1395.05 1388.86 1408.31 3692 7371 4623 0
"346" 244.227163314819 2.72943314326846e-09 35526524 233100065.6875 1371.17 1363.21 1383.55 3183 5740 3321 0
"347" 751.502971033896 2.56892814431139e-07 35522036 240641801.320312 1089.77 1068.55 1105.68 9887 20154 12615 0
"348" 289.292965975675 5.49268654801629e-09 35396688 236052138.703125 1179.28 1173.98 1202.29 3999 8257 5331 0
"349" 429.191758589311 7.94486695037776e-08 35343588 257686333.40625 1167.79 1161.6 1180.17 6296 14256 9435 0
"350" 158.154001871745 5.19391435843248e-10 35182188 280683659.1875 1213.79 1204.94 1227.93 1407 1553 648 0
"351" 140.046669551304 2.0089342441193e-09 35168064 291232803.246094 1050.69 1042.73 1066.78 986 962 378 0
"352" 358.314451853434 4.00704912085464e-09 35075496 264725183.671875 1425.11 1417.15 1437.49 5218 11681 7835 0
"353" 220.218084161932 1.54676149675856e-08 34858864 292785264.820312 920.523 915.215 933.832 2753 4453 2372 0
"354" 557.219819335937 1.49048864841461e-07 34717384 229610399.074219 1259.76 1251.81 1284.52 8042 17655 11301 0
"355" 144.138363873517 2.63344061340702e-09 34518012 254470995.0625 1170.44 1154.5 1185.49 1087 1088 446 0
"356" 236.213070031368 5.4137534320806e-09 34433124 244073300.964844 955.987 948.864 977.302 3057 5323 2989 0
"357" 181.082512817383 2.36866374810537e-09 34319032 310256974.609375 865.967 856.96 878.474 1937 2474 1120 0
"358" 357.180179595947 1.6951083165148e-08 34193108 229573109.4375 1002.06 994.102 1014.44 5192 11616 7786 0
"359" 239.127831892534 4.67122778360978e-09 33980688 234172594.90625 1325.19 1316.35 1334.92 3100 5467 3102 0
"360" 209.138426836799 7.89383037842531e-10 33877000 338503415.859375 719.167 699.72 730.323 2532 3823 1952 0
"361" 335.187249952747 2.35574540271554e-08 33757860 224062971.265625 917.87 912.542 939.138 4805 10711 7143 0
"362" 149.023420715332 6.83786837678207e-10 33756976 292390178.25 1372.06 1366.75 1383.55 1191 1211 504 0
"363" 467.405553181966 2.29269704397987e-08 33573380 184527413.746094 955.987 950.633 966.693 6832 15438 10131 0
"364" 338.180891557173 4.53808090903542e-09 33434986 300463804 1028.58 1022.4 1031.24 4852 10827 7241 0
"365" 316.109018961589 9.3442698319753e-09 33301768 257320571.625 967.577 961.387 979.071 4465 9700 6366 0
"366" 447.201731755183 1.19166305431953e-08 33047200 251642201.273438 1191.68 1183.72 1205.83 6548 14833 9772 0
"367" 212.148192723592 2.04583056325066e-08 32819860 249565633.75 1101.26 1094.19 1114.52 2582 3961 2040 0
"368" 113.059709866842 3.21302070295897e-10 32809960 290323818.375 1228.82 1218.21 1238.54 362 270 88 0
"369" 500.467388446514 4.69601498200343e-08 32766254 182858068.90625 1056.96 1051.57 1062.36 7271 16300 10600 0
"370" 292.276011149089 5.80389430557472e-08 32453318 205503396.328125 1158.04 1152.73 1173.98 4065 8441 5434 0
"371" 359.996313279675 7.228264885564e-09 32287374 223286351.765625 1417.15 1410.96 1437.49 5241 11742 7872 0
"372" 201.194794311523 4.89875674247742e-09 32159414 248206682.648438 1171.33 1164.25 1185.49 2363 3406 1702 0
"373" 243.139976196289 4.32909776767095e-09 32014196 258794955.695312 1122.48 1113.64 1134.86 3159 5681 3265 0
"374" 398.216426595052 1.02364126293139e-07 31718498 206290706.339844 1111.87 1105.68 1133.09 5818 13219 8818 0
"375" 361.993289794922 9.02762015660604e-09 31708246 220623491.015625 1417.15 1410.96 1432.18 5280 11828 7924 0
"376" 226.180184104226 7.04539480147424e-09 31638820 218380981.820312 1212.9 1204.94 1223.51 2865 4776 2576 0
"377" 408.222821322354 1.84188189702633e-08 31560532 209026269.96875 1174.86 1169.56 1188.14 5978 13586 9027 0
"378" 554.530095027043 7.78967753434792e-08 31197178 203213587.3125 1143.79 1139.28 1150.08 8020 17614 11273 0
"379" 265.179936562815 2.6331393308537e-08 30978256 230686365.664062 1300.44 1292.48 1319.01 3560 6953 4324 0
"380" 300.095081530119 8.40368849492213e-09 30880684 219544660.773438 944.443 937.37 953.285 4200 8814 5713 0
"381" 294.16079598886 1.12820045221225e-08 30551294 225053181.957031 831.899 822.874 846.177 4099 8515 5487 0
"382" 232.236108689081 4.57456778912317e-09 30466042 212074375.125 1283.64 1277.45 1295.13 2979 5078 2819 0
"383" 123.044057784542 1.40073919488538e-09 30087324 266936872.398438 1272.14 1263.3 1293.36 620 546 186 0
"384" 246.242778778076 1.72294676303864e-09 30014892 355772286 1092.42 1089.77 1103.03 3220 5869 3425 0
"385" 222.135820661272 3.46166195062102e-09 29807254 222292439.78125 1181.05 1173.98 1197.87 2790 4534 2417 0
"386" 498.467636108398 4.99690381380228e-08 29755182 155730206.757812 1056.96 1051.57 1063.24 7246 16243 10570 0
"387" 493.401782226562 8.21958695139204e-08 29602740 196479106.742188 954.17 951.517 964.04 7185 16137 10515 0
"388" 301.164517106681 1.1398378998188e-08 29591852 261279598.457031 1228.82 1212.9 1242.08 4222 8878 5766 0
"389" 129.091008366765 1.86334434035304e-09 29521158 453201613.25 936.486 923.181 955.076 742 676 244 0
"390" 245.222387949626 7.85381627687510e-09 29110890 188346960.683594 1326.96 1319.01 1339.34 3203 5798 3362 0
"391" 261.225359235491 1.61035035653089e-08 29104144 192749474.921875 1211.13 1196.1 1224.4 3492 6725 4138 0
"392" 271.112663574219 1.45348409811656e-08 29000604 229639115.53125 1056.96 1049.8 1071.2 3655 7238 4543 0
"393" 259.131936035156 5.31785190105438e-09 28998286 231666885.414062 1010.02 1002.94 1024.16 3447 6544 3982 0
"394" 444.404623849051 4.04664775827429e-08 28851158 185312992.742188 922.296 917.87 929.38 6505 14750 9731 0
"395" 607.238580877131 1.08888138940324e-07 28838668 195366470.46875 1341.11 1334.92 1353.49 8603 18609 11831 0
"396" 151.111793994904 1.56198380394809e-09 28821576 362655752.875 1038.31 1026.82 1054.23 1251 1305 542 0
"397" 203.127741495768 8.80321576481774e-09 28773914 234745845 927.607 921.407 933.832 2410 3501 1762 0
"398" 650.056107230808 4.71477452002966e-08 28739520 190288607.5625 1217.32 1211.13 1230.59 9058 19256 12179 0
"399" 219.122773977426 2.66967198023429e-09 28710034 342156121 872.212 858.781 881.207 2722 4350 2308 0
"400" 277.179845473346 2.12286763331469e-09 28710008 202109260.5 1340.23 1334.04 1348.18 3773 7597 4799 0
"401" 289.292895148782 4.45939162198235e-08 28634904 210860008.3125 1151.85 1141.05 1156.27 3999 8257 5332 0
"402" 315.193187168666 1.47665799646587e-07 28576488 166665201.136719 1324.31 1309.28 1327.85 4455 9645 6326 0
"403" 293.174799380095 2.00363192633678e-08 28402098 191152741.53125 1269.49 1262.42 1281.87 4082 8473 5451 0
"404" 302.251845510382 5.10865833327087e-09 28277060 196439269.84375 1253.58 1246.5 1264.19 4242 8972 5840 0
"405" 305.159513120298 2.50210025032022e-09 28246174 279807758.0625 1122.48 1106.57 1136.63 4292 9138 5951 0
"406" 260.258433837891 4.41446900367737e-09 28229206 177055162.9375 1105.68 1099.49 1120.71 3480 6667 4090 0
"407" 301.204987746019 1.12861968003787e-08 27878750 161286463.742188 691.516 674.256 706.128 4222 8877 5765 0
"408" 353.184738885789 1.90566338243939e-08 27861458 180137664.953125 1282.75 1276.56 1294.25 5122 11454 7687 0
"409" 531.453664926382 2.90477123015966e-07 27800608 126686022.722656 1075.62 1072.08 1082.69 7718 17104 11032 0
"410" 129.09100227356 6.8520864424033e-10 27703924 421546947.75 867.758 839.917 874.869 742 676 245 0
"411" 428.198071289063 8.26548784971237e-08 27522236 188192231.238281 1167.79 1161.6 1182.83 6277 14213 9413 0
"412" 394.207195575421 5.36499115136953e-08 27418366 300684118.71875 1133.98 1120.71 1148.31 5764 13096 8749 0
"413" 572.342582370924 2.9228068151964e-08 27385096 171192110.761719 1088 1081.81 1101.26 8223 17975 11476 0
"414" 223.154062906901 2.36822026116507e-09 27353686 352343730.28125 820.118 795.332 827.422 2811 4611 2475 0
"415" 251.047364044189 1.98144847765947e-09 27311320 344169514.875 630.32 620.999 656.763 3317 6120 3607 0
"416" 277.128178523137 1.0467009988391e-08 27280694 461585051.21875 943.559 922.296 956.898 3772 7590 4791 0
"417" 318.28109375 2.2167960802714e-07 27232156 308417923.96875 1140.17 1136.63 1162.48 4500 9871 6508 0
"418" 197.105168369838 2.00476966986135e-08 27126444 207472951.328125 704.296 696.072 728.47 2280 3204 1546 0
"419" 369.155078464084 7.02478965513067e-08 27084166 187200635.4375 1398.58 1393.28 1408.31 5395 12104 8094 0
"420" 367.143835979959 1.6167465405973e-08 26965060 189656950.507812 1241.2 1234.12 1253.58 5366 12036 8048 0
"421" 255.122708638509 8.47638517186262e-09 26958382 178363421.941406 1235.89 1221.74 1247.39 3384 6344 3796 0
"422" 288.253266652425 6.27461712861407e-09 26837392 187644467.78125 1362.33 1354.37 1374.71 3979 8186 5285 0
"423" 235.117580213045 1.3732923227444e-08 26834532 287765307.5 915.215 907.143 923.181 3037 5242 2921 0
"424" 330.283120727539 6.77414630588732e-09 26671928 175083067.21875 1353.49 1348.18 1364.98 4716 10471 6947 0
"425" 253.17771697998 7.01153802932525e-08 26531778 349982617.816406 1299.55 1261.53 1321.66 3352 6261 3722 0
"426" 258.279233990294 2.54914277430737e-08 26490996 169893803.105469 1156.27 1150.96 1179.28 3438 6535 3978 0
"427" 265.195599099864 1.67122707065386e-09 26410354 206594940.390625 1188.14 1181.05 1200.52 3561 6958 4330 0
"428" 386.106868349273 2.04473476985405e-07 26399202 213796504.34375 1090.65 1081.81 1106.57 5640 12769 8545 0
"429" 271.236728443819 5.22499356199713e-09 26265306 167342088.310547 787.971 772.473 793.494 3659 7272 4563 0
"430" 283.207134670681 6.4460408387694e-09 26241824 545483462.671875 1296.02 1272.14 1319.01 3877 7923 5066 0
"431" 328.211824035645 7.79124859132265e-09 26214476 178135633.84375 1235.89 1228.82 1245.62 4678 10364 6865 0
"432" 264.244411302649 3.63473482282737e-08 26104896 187082340.964844 1075.62 1069.43 1088.88 3548 6907 4288 0
"433" 285.109565734863 7.34029239729831e-09 26094946 173487396.960938 1063.24 1058.79 1082.69 3917 8012 5141 0
"434" 259.635176948879 3.37558419336915e-09 26012244 171576993.550781 1090.65 1083.58 1103.03 3461 6611 4042 0
"435" 316.321058273315 1.73458829522133e-09 25955412 166371101 1221.74 1216.44 1229.7 4472 9745 6399 0
"436" 452.11986541748 1.71889753445335e-08 25896202 174177001.054688 1187.26 1181.05 1201.41 6617 14973 9851 0
"437" 158.154009732333 1.49979219808207e-09 25886156 188351402.3125 1263.3 1253.58 1272.14 1407 1553 649 0
"438" 253.164625644684 7.92579451245406e-08 25509716 216973413.945312 773.384 754.115 784.321 3351 6250 3710 0
"439" 338.180908203125 3.84946664174398e-09 25341770 272790777 1017.09 1008.25 1021.51 4852 10827 7242 0
"440" 429.175105882728 3.16060696665949e-08 25298524 160458040.703125 938.254 932.053 951.517 6295 14254 9434 0
"441" 290.249597620081 2.43603206767656e-08 25212654 293044021.921875 1053.34 1049.8 1072.97 4017 8312 5363 0
"442" 401.240876417894 1.98543644868411e-08 25161612 155740058.9375 1119.83 1113.64 1135.75 5865 13321 8885 0
"443" 159.065227508545 2.13428090016047e-10 25096816 92423034 1582.49 1581.61 1584.26 1425 1576 661 0
"444" 638.423499474159 2.57514990293063e-07 25051742 160265502.683594 1362.33 1356.14 1381.78 8941 19093 12094 0
"445" 219.086356885505 3.15952947306814e-09 24777978 416587800.125 911.646 893.745 922.296 2722 4351 2310 0
"446" 311.185292561849 1.44628917469698e-08 24747172 163333784.125 1236.77 1228.82 1243.85 4388 9427 6156 0
"447" 559.441901070731 4.14857394480831e-08 24702874 160966034.632812 1080.04 1072.08 1097.72 8068 17732 11359 0
"448" 442.404954910278 5.61238266527653e-08 24698218 170602925.164062 922.296 916.986 930.271 6479 14683 9695 0
"449" 233.194130897522 1.57383813833197e-08 24687538 161422290.085938 1069.43 1062.36 1075.62 2993 5133 2847 0
"450" 147.06524004255 2.21743470146542e-10 24659178 164511094 810.081 806.436 811.904 1150 1166 488 0
"451" 305.184855143229 7.57475694020589e-09 24600214 158692020.148438 599.615 593.081 611.67 4293 9148 5958 0
"452" 392.209190368652 2.06701871421602e-08 24401694 146575151.796875 739.457 731.247 758.757 5731 13034 8717 0
"453" 203.183601888021 1.56933206251298e-09 24393780 183912489.0625 1245.62 1236.77 1262.42 2413 3522 1779 0
"454" 323.146387939453 2.03090409437815e-08 24381158 201927184.296875 1228.82 1219.09 1240.31 4588 10124 6700 0
"455" 443.251494231047 3.93649621566816e-08 24357714 186286994.992188 1243.85 1236.77 1265.07 6484 14697 9701 0
"456" 236.210472106934 2.04486043556877e-09 24290162 176975681.234375 955.987 949.748 970.229 3057 5324 2990 0
"457" 208.120232173375 3.99230639376338e-09 24282822 200935065.734375 1105.68 1096.84 1120.71 2510 3772 1924 0
"458" 159.065242222377 7.53927798498245e-10 24212746 152281410 1648.81 1645.27 1650.58 1425 1576 662 0
"459" 299.192268703295 1.37342471379065e-08 24198922 169737325.828125 826.529 820.118 839.917 4185 8783 5683 0
"460" 216.195971945058 3.70320359708763e-09 24045538 309206639 960.503 949.748 969.345 2657 4184 2198 0
"461" 322.186041259766 5.02436588972043e-09 23917946 322959618.625 1002.06 976.418 1010.9 4569 10081 6668 0
"462" 579.531010554387 1.07699097731175e-07 23907702 100631388.695312 1158.04 1154.5 1165.14 8306 18113 11559 0
"463" 151.130961826869 4.00760759459971e-10 23722368 324274796.015625 623.822 614.432 652.209 1252 1307 544 0
"464" 156.162539588081 7.82569663392173e-10 23703032 226969068.609375 696.072 688.782 721.038 1365 1473 612 0
"465" 270.191066196987 1.98090833330911e-09 23558248 184152051.357422 773.384 757.83 783.41 3641 7201 4516 0
"466" 413.153771972656 3.36844670145135e-08 23524358 152222094.066406 830.108 823.792 840.816 6046 13730 9121 0
"467" 436.217738296046 1.28709485359264e-08 23422068 307946703.78125 1133.98 1112.76 1141.05 6400 14496 9574 0
"468" 293.110581970215 1.2006708665898e-08 23278802 168692945.125 1235.01 1227.93 1244.73 4081 8459 5441 0
"469" 384.085338134766 3.7243589758873e-08 23244884 156278457.921875 1293.36 1287.17 1308.39 5612 12684 8488 0
"470" 215.091561358908 9.35187747355978e-09 23231868 268319424.25 938.254 924.068 943.559 2632 4101 2133 0
"471" 313.220181551847 1.14338996606472e-08 23207628 197383204.367188 1275.68 1265.95 1284.52 4422 9541 6239 0
"472" 310.215670013428 6.84820593167574e-09 23205182 161609849.953125 570.008 570.008 606.166 4371 9390 6119 0
"473" 366.175955636161 3.64546264920916e-09 23162682 259399279.375 997.639 991.449 1009.13 5352 12007 8033 0
"474" 220.120109889818 3.4159844512996e-08 23129110 160417924.8125 1168.67 1162.48 1181.94 2744 4414 2349 0
"475" 435.309005737305 9.85052723150987e-09 23124558 124077724.054688 1182.83 1178.4 1190.8 6392 14475 9560 0
"476" 318.175629882812 1.35414302349091e-08 23049930 188583390.300781 1273.91 1265.95 1287.17 4496 9849 6485 0
"477" 238.207250258502 9.22420226475772e-09 22787564 144980437.5 917.87 912.542 926.723 3089 5438 3086 0
"478" 294.154663085938 1.32513897759574e-08 22738544 303705775.15625 948.864 924.954 955.987 4099 8514 5486 0
"479" 251.146945351049 4.33527935318082e-09 22709932 141594806.671875 1232.35 1226.16 1244.73 3319 6132 3614 0
"480" 293.092820739746 1.27909803076794e-08 22659548 163332389.351562 1178.4 1170.44 1187.26 4081 8460 5443 0
